8.17,-6.05,0.22,65.00,-10.00,9.00,-2.65,6.04,3.73,44.00,26.00,-131.00
9.66,-3.41,-0.15,30.00,8.00,15.00,0.45,-6.80,1.59,95.00,20.00,-118.00
11.07,-1.95,0.12,27.00,3.00,23.00,-3.53,-19.05,4.87,-63.00,1.00,31.00
9.95,-4.05,-0.06,70.00,-1.00,8.00,13.00,-3.68,6.08,59.00,4.00,131.00
9.14,-5.01,1.15,19.00,-2.00,1.00,33.73,9.21,-0.41,131.00,131.00,131.00
8.83,-3.06,1.05,7.00,-3.00,3.00,27.47,14.20,-6.71,61.00,-36.00,131.00
9.60,-5.16,-1.90,-47.00,8.00,-2.00,10.63,2.04,-4.89,-66.00,31.00,55.00
12.72,-16.37,-0.54,86.00,-124.00,123.00,10.52,3.53,-1.21,-89.00,59.00,20.00
16.55,-23.19,8.59,0.00,55.00,131.00,11.38,4.18,-1.10,-49.00,32.00,42.00
10.95,-8.47,1.38,57.00,49.00,131.00,10.87,4.23,-1.23,-44.00,27.00,-6.00
4.04,2.31,-1.95,81.00,37.00,131.00,10.77,2.19,-1.81,-30.00,19.00,-36.00
0.72,8.15,1.00,44.00,-42.00,34.00,11.20,0.52,-2.58,-27.00,15.00,-34.00
5.93,7.36,8.78,8.00,5.00,-131.00,10.77,-1.10,-1.76,-68.00,-17.00,-23.00
-15.34,-39.24,-8.77,60.00,-17.00,-121.00,9.64,1.43,-0.71,7.00,-2.00,2.00
-5.75,-12.54,1.17,-71.00,-15.00,131.00,10.12,0.89,-1.29,-5.00,-15.00,6.00
-0.51,4.42,2.37,-18.00,9.00,125.00,9.03,3.07,0.21,-4.00,8.00,4.00
-0.95,7.93,2.57,5.00,12.00,-36.00,10.64,5.71,-0.65,81.00,43.00,18.00
3.71,2.72,0.94,-20.00,83.00,-131.00,23.84,1.90,-9.04,105.00,-14.00,39.00
21.48,-3.66,-3.62,-77.00,131.00,-131.00,26.47,8.42,1.11,-70.00,-131.00,-131.00
21.38,-14.40,-6.15,23.00,-20.00,-131.00,13.96,-1.88,4.22,-100.00,-131.00,-131.00
14.53,-16.96,3.15,111.00,-62.00,-130.00,3.63,-5.88,1.96,-45.00,-72.00,-131.00
10.34,-6.64,-1.67,-49.00,45.00,-31.00,-2.60,-15.27,2.82,-131.00,-30.00,-101.00
7.90,-5.32,-1.07,40.00,-8.00,-42.00,-0.08,-11.74,4.15,-68.00,-44.00,131.00
7.45,-7.96,-0.53,64.00,-10.00,-4.00,-1.12,39.24,7.75,-9.00,13.00,131.00
